names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Flexible Student Support,Currently unrated,45 Kate Wagner Road, Westminster, MD, 21157,Currently unrated,Public district,9-12,27,2:1,Carroll County Public Schools
Post Secondary Program,Currently unrated,495 South Center Street, Westminster, MD, 21157,Currently unrated,Public district,12,24,5:1,Carroll County Public Schools
Pride School,Currently unrated,1100 Gist Road, Westminster, MD, 21157,Currently unrated,Public district,K-5,21,2:1,Carroll County Public Schools
Cradlerock Elementary School,Currently unrated,6700 Cradlerock Way, Columbia, MD, 21045,Currently unrated,Public district,PK-5,932,N/A,Howard County Public Schools
Mcps Transitions School,Currently unrated,11721 Kemp Mill Road, Silver Spring, MD, 20902,Currently unrated,Public district,12,48,3:1,Montgomery County Public Schools
Woodstream Christian Academy,Currently unrated,9800 Lottsford Rd, Mitchellville, MD, 20721,Currently unrated,Private,PK-12,300,N/A,N/A
Feynman School,Currently unrated,11810 Falls Road, Potomac, MD 20854, North Bethesda, MD, 20852,Currently unrated,Private,PK-6,108,N/A,N/A
City Neighbors Charter School,3/10,4301 Raspe Ave, Baltimore, MD, 21206,Below average,Public charter,K-8,234,14:1,Baltimore City Public Schools
Parr's Ridge Elementary School,Currently unrated,202 West Watersville Road, Mount Airy, MD, 21771,Currently unrated,Public district,PK-2,458,9:1,Carroll County Public Schools
High Road School Of Southern Maryland,Currently unrated,95 Catalpa Drive, La Plata, MD, 20646,Currently unrated,Private,6-12,31,N/A,N/A
Annapolis Area Christian School - High School,Currently unrated,109 Burns Crossing Rd, Severn, MD, 21144,Currently unrated,Private,9-12,390,N/A,N/A
Bridges Montessori,Currently unrated,1105 Providence Road, Towson, MD, 21286,Currently unrated,Private,K,8,N/A,N/A
Most Blessed Sacrament Catholic School,Currently unrated,11242 Racetrack Rd, Berlin, MD, 21811,Currently unrated,Private,PK-8,258,N/A,N/A
Harbour School At Baltimore,Currently unrated,11251 Dolfield Boulevard, Owings Mills, MD, 21117,Currently unrated,Private,2-12,102,N/A,N/A
Strawbridge School Extension Program,Currently unrated,13420 Herman Myers Road, Hagerstown, MD, 21742,Currently unrated,Private,5-11,N/A,N/A,N/A
Thornton Friends School - Upper,Currently unrated,13925 New Hampshire Ave, Silver Spring, MD, 20904,Currently unrated,Private,9-12,N/A,N/A,N/A
Children's Guild-Anne Arundel County,Currently unrated,1399 Forest Drive, Annapolis, MD, 21403,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Sisters Academy Of Baltimore,Currently unrated,139 1st Avenue, Lansdowne, MD, 21227,Currently unrated,Private,5-8,63,N/A,N/A
Harford Lutheran School,Currently unrated,1515 Emmorton Rd, Bel Air, MD, 21014,Currently unrated,Private,6-11,N/A,N/A,N/A
Phoenix Resource Program,Currently unrated,2605 Lord Baltimore Dr, Baltimore, MD, 21244,Currently unrated,Private,9-12,N/A,N/A,N/A
Ridge School Of Anne Arundel County,Currently unrated,16 Romig Dr, Crownsville, MD, 21032,Currently unrated,Private,9-12,25,N/A,N/A
Sandy Spring Friends School,Currently unrated,16923 Norwood road, Ashton-Sandy Spring, MD, 20860,Currently unrated,Private,PK-12,600,N/A,N/A
Ets Chaiyim School,Currently unrated,20300 Pleasant Ridge Drive, Montgomery Village, MD, 20886,Currently unrated,Private,K-12,N/A,N/A,N/A
Baltimore Lab School,Currently unrated,2220 Saint Paul Street, Baltimore, MD, 21218,Currently unrated,Private,1-12,114,N/A,N/A
Gerstell Academy,Currently unrated,2500 Old Westminster Pike, Finksburg, MD, 21048,Currently unrated,Private,PK-12,415,N/A,N/A
Pathways School - Springville Re-Entry,Currently unrated,2601 University Blvd W 3rd Floor, Wheaton, MD, 20902,Currently unrated,Private,9-12,19,N/A,N/A
True Gospel Christian Academy,Currently unrated,2715 Grindon Avenue, Baltimore, MD, 21214,Currently unrated,Private,PK-9,N/A,N/A,N/A
Jessie B. Mason Regional School,Currently unrated,2720 Iverson St, Temple Hills, MD, 20748,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Cornerstone Academy,Currently unrated,17455 Old Frederick Road, Mount Airy, MD, 21771,Currently unrated,Private,7-11,9,N/A,N/A
Dr Thomas L Stephens Academy,Currently unrated,4400 Parkside Dr, Baltimore, MD, 21206,Currently unrated,Private,PK, 1-4,N/A,N/A,N/A
Cathedral Christian Academy,Currently unrated,4100 Frankford Ave, Baltimore, MD, 21206,Currently unrated,Private,PK-8,N/A,N/A,N/A
National Children's Center School/Maryland Site,Currently unrated,410 University Boulevard West, Silver Spring, MD, 20901,Currently unrated,Private,Ungraded,5,N/A,N/A
Kennedy Krieger At Southern High School,Currently unrated,4400 Solomons Island Road, Harwood, MD, 20776,Currently unrated,Private,9-12,13,N/A,N/A
Zion Christian Middle School,Currently unrated,4915 Holder Avenue, Baltimore, MD, 21214,Currently unrated,Private,6-8,24,N/A,N/A
The Forbush School at Margaret Brent,Currently unrated,5816 Lamont Terrace, New Carrollton, MD, 20784,Currently unrated,Private,Ungraded,N/A,N/A,N/A
Hannah More At Severna Park High School,Currently unrated,60 Robinson Road, Severna Park, MD, 21146,Currently unrated,Private,10-12,15,N/A,N/A
Trinity School Of Frederick,Currently unrated,6040 New Design Road, Frederick, MD, 21703,Currently unrated,Private,K-8,123,N/A,N/A
The Lodge School,Currently unrated,610 East Diamond Avenue, Gaithersburg, MD, 20877,Currently unrated,Private,7-12,N/A,N/A,N/A
Bais Yaakov Eva Winer High School,Currently unrated,6302 Smith Avenue, Baltimore, MD, 21209,Currently unrated,Private,9-12,359,N/A,N/A
Social Secur-A-Kiddie Center--Woodlawn,Currently unrated,6401 Security Blvd, Baltimore, MD, 21235,Currently unrated,Private,K,N/A,N/A,N/A
Avalon School,Currently unrated,200 West Diamond Avenue, Gaithersburg, MD, 20877,Currently unrated,Private,2-12,171,N/A,N/A
The Shoshana S Cardin School,Currently unrated,7310 Park Heights Avenue, Pikesville, MD, 21208,Currently unrated,Private,9-12,49,N/A,N/A
Kingsway Academy,Currently unrated,7543 Main St, Sykesville, MD, 21784,Currently unrated,Private,9-12,N/A,N/A,N/A
High Road School Of Prince George's County,Currently unrated,8723 Ashwood Drive, Capitol Heights, MD, 20743,Currently unrated,Private,2-12,57,N/A,N/A
Wye River Upper School,Currently unrated,316 S. Commerce Street, Centreville, MD, 21617,Currently unrated,Private,9-12,53,N/A,N/A
First Steps Preschool & Covenant,Currently unrated,128 Saint Marys Church Road, Abingdon, MD, 21009,Currently unrated,Private,PK-9,N/A,N/A,N/A
Chesapeake Montessori School,Currently unrated,30 Old Mill Bottom Road, North, Annapolis, MD, 21409,Currently unrated,Private,PK-5,145,N/A,N/A
Robert Franklin Stokes Christian School 4 the Arts,Currently unrated,4321 Old York Rd, Baltimore, MD, 21212,Currently unrated,Private,PK-8,N/A,N/A,N/A
Mother Mary Lange Catholic School,Currently unrated,4410 Frankford Ave, Baltimore, MD, 21206,Currently unrated,Private,PK-8,256,N/A,N/A
Church Of The Redeemer Day School,Currently unrated,5603 North Charles Street, Baltimore, MD, 21210,Currently unrated,Private,PK-1,104,N/A,N/A
St Margaret School,Currently unrated,205 North Hickory Avenue, Bel Air, MD, 21014,Currently unrated,Private,PK-8,731,N/A,N/A
Washington Waldorf School,Currently unrated,4800 Sangamore Road, Bethesda, MD, 20816,Currently unrated,Private,PK-12,300,N/A,N/A
St. Margaret of Scotland Catholic,Currently unrated,410 Addison Road South, Capitol Heights, MD, 20743,Currently unrated,Private,PK-8,N/A,N/A,N/A
Beginnings Montessori School,Currently unrated,16 Howard St., Cumberland, MD, 21502,Currently unrated,Private,PK-7,50,N/A,N/A
St Stephens Christian Academy,Currently unrated,1525 Old Eastern Avenue, Essex, MD, 21221,Currently unrated,Private,PK-3,76,N/A,N/A
Our Lady of Mount Carmel Elementary School,Currently unrated,10001 Bird River Road, Middle River, MD, 21220,Currently unrated,Private,PK-8,369,N/A,N/A
Kidsco Day Care,Currently unrated,18425 Flower Hill Way, Gaithersburg, MD, 20879,Currently unrated,Private,6-8,N/A,N/A,N/A
Relay Children's Center,Currently unrated,1620 South Rolling Road, Baltimore, MD, 21227,Currently unrated,Private,K-3,6,N/A,N/A
Greenwood School,Currently unrated,6525 Belcrest Road, Hyattsville, MD, 20782,Currently unrated,Private,K,20,N/A,N/A
Jericho Christian Academy,Currently unrated,8500 Jericho City Drive, Hyattsville, MD, 20785,Currently unrated,Private,PK-5,86,N/A,N/A
The Salisbury School,Currently unrated,6279 Hobbs Road, Salisbury, MD, 21804,Currently unrated,Private,PK-12,334,N/A,N/A
Casa De Montessori School,Currently unrated,709 Hobbs Drive, Silver Spring, MD, 20904,Currently unrated,Private,PK-1,26,N/A,N/A
Glenwood Academy,Currently unrated,16151 Old Frederick Road, Mount Airy, MD, 21771,Currently unrated,Private,1-9,40,N/A,N/A
St Philip the Apostle Catholic School,Currently unrated,5414 Henderson Way, Camp Springs, MD, 20746,Currently unrated,Private,PK-8,227,N/A,N/A
New Chapel Christian Academy,Currently unrated,5601 Old Branch Avenue, Camp Springs, MD, 20748,Currently unrated,Private,PK-6,299,N/A,N/A
Melwood Child Development Center,Currently unrated,6906 Woodyard Road, Upper Marlboro, MD, 20772,Currently unrated,Private,PK-6,N/A,N/A,N/A
Waldorf Christian Academy,Currently unrated,4200 Old Washington Road, Waldorf, MD, 20602,Currently unrated,Private,PK-11,58,N/A,N/A
The Green School,4/10,2851 Kentucky Avenue, Baltimore, MD, 21213,Below average,Public charter,K-5,150,14:1,Baltimore City Public Schools
Middletown Primary School,Currently unrated,403 Franklin Street, Middletown, MD, 21769,Currently unrated,Public district,PK-2,430,17:1,Frederick County Public Schools
Roscoe R Nix Elementary School,Currently unrated,1100 Corliss Street, Silver Spring, MD, 20903,Currently unrated,Public district,PK-2,538,11:1,Montgomery County Public Schools
Dayton Oaks Elementary School,10/10,4691 Ten Oaks Road, Dayton, MD, 21036,Above average,Public district,PK-5,646,12:1,Howard County Public Schools
Restoration Alternative Academy Charter School,Currently unrated,253 Paradise Rd, Aberdeen, MD, 21001,Currently unrated,Public charter,6-11,N/A,N/A,Harford County Public Schools
Academy of Achievement,Currently unrated,4400 Parkside Dr, Baltimore, MD, 21206,Currently unrated,Private,1-4,N/A,N/A,N/A
Agape Christian Academy,Currently unrated,208 Tilghman Rd, Salisbury, MD, 21804,Currently unrated,Private,K-2, 6-7, 12,N/A,N/A,N/A
Barren Creek Christian Academy,Currently unrated,25845 Ocean Gateway, Mardela Springs, MD, 21837,Currently unrated,Private,K, 4-8, 10-12 & Ungraded,18,N/A,N/A
Calvary Baptist School,Currently unrated,7321 Manchester Rd, Baltimore, MD, 21222,Currently unrated,Private,PK-12,135,N/A,N/A
Cambridge Christian Academy,Currently unrated,205 Maryland Avenue, Cambridge, MD, 21613,Currently unrated,Private,K-5,22,N/A,N/A
Christian Bible Academy,Currently unrated,5517 Ritchie Hwy B, Brooklyn Park, MD, 21225,Currently unrated,Private,K-6,16,N/A,N/A
Excellence Christian School,Currently unrated,9010 Frank Tippett Road, Upper Marlboro, MD, 20772,Currently unrated,Private,PK-12,136,N/A,N/A
GLA Academy School of Excellence,Currently unrated,6247 Kenwood Ave, Rosedale, MD, 21237,Currently unrated,Private,K-4, 6, 8,N/A,N/A,N/A
Grace Baptist Academy,Currently unrated,131 9th Ave, Brunswick, MD, 21716,Currently unrated,Private,K-12,31,N/A,N/A
Greater Mt Nebo Christian Academy,Currently unrated,1001 Old Mitchellville Road, Bowie, MD, 20716,Currently unrated,Private,K-5,35,N/A,N/A
Greater Youth Christian Academy,Currently unrated,200 North Bentalou Street, Baltimore, MD, 21223,Currently unrated,Private,PK-8,81,N/A,N/A
Hannah More at Chesapeake High School,Currently unrated,4798 Mountain Rd, Pasadena, MD, 21122,Currently unrated,Private,9-11,N/A,N/A,N/A
Friends School of Harford,Currently unrated,2230 Rock Spring Road Forest Hill, Forest Hill, MD, 21050,Currently unrated,Private,K-8,50,N/A,N/A
High Road School Of Cecil County - Elkton,Currently unrated,3035 Singerly Road, Elkton, MD, 21921,Currently unrated,Private,6-12,27,N/A,N/A
High Road Upper School of Prince George's County,Currently unrated,6500 Virginia Manor Rd, Beltsville, MD, 20705,Currently unrated,Private,9-12,80,N/A,N/A
Hope Christian Academy,Currently unrated,3215 Powder Mill Road, Adelphi, MD, 20783,Currently unrated,Private,PK-5,30,N/A,N/A
Hopewell Academy,Currently unrated,1810 Old Branch Ave, Clinton, MD, 20735,Currently unrated,Private,K-2, 4-7,N/A,N/A,N/A
Imani Christian School,Currently unrated,2300 Garrison Blvd, Baltimore, MD, 21216,Currently unrated,Private,3, 6-7, 10, 12,9,N/A,N/A
Lighthouse Christian Academy,Currently unrated,P.O. Box 626, Lanham, MD, 20703,Currently unrated,Private,K-1, 3-7, 9-10, 12,N/A,N/A,N/A
Mays Woodson Christian Academy,Currently unrated,7111 Windsor Blvd, Baltimore, MD, 21244,Currently unrated,Private,PK-5,82,N/A,N/A
Mount Pleasant Christian School,Currently unrated,6000 Radecke Ave, Baltimore, MD, 21206,Currently unrated,Private,PK-7,N/A,N/A,N/A
New Spiritual Foundation Edu,Currently unrated,1615 N Patterson Park Ave, Baltimore, MD, 21213,Currently unrated,Private,PK-2,N/A,N/A,N/A
Open Bible Academy,Currently unrated,1619 Race Street, Cambridge, MD, 21613,Currently unrated,Private,PK-12,35,N/A,N/A
Pleasant Rock Christian School,Currently unrated,1099 Scott St, Baltimore, MD, 21230,Currently unrated,Private,PK-1,N/A,N/A,N/A
Premier Academy,Currently unrated,2716 Verdis Ln, Crofton, MD, 21114,Currently unrated,Private,PK-3, 5,N/A,N/A,N/A
Purpose & Potential Arts Academy,Currently unrated,5532 Harford Road, Baltimore, MD, 21214,Currently unrated,Private,PK-12,32,N/A,N/A
Reid Temple Christian Academy,Currently unrated,11400 Glenn Dale Boulevard, Glenn Dale, MD, 20769,Currently unrated,Private,PK-8,307,N/A,N/A
Board Of Child Care Strawbridge School,Currently unrated,3300 Gaither Road, Milford Mill, MD, 21244,Currently unrated,Private,7-12,77,N/A,N/A
Teaching & Learning Institute,Currently unrated,1300 W North Ave, Baltimore, MD, 21217,Currently unrated,Private,3-4, 6, 9-12,N/A,N/A,N/A
The Foundation School of Montgomery County,Currently unrated,220 Girard St, Gaithersburg, MD, 20877,Currently unrated,Private,7-12,80,N/A,N/A
Meadowview Amish School,Currently unrated,28379 Thompson Corner Road, Mechanicsville, MD, 20659,Currently unrated,Private,1-8,29,N/A,N/A
The Siena School,Currently unrated,1300 Forest Glen Road, Silver Spring, MD, 20901,Currently unrated,Private,4-12,130,N/A,N/A
Thee Christian School,Currently unrated,44673 Willow Oak Ct, California, MD, 20619,Currently unrated,Private,1-3, 5,N/A,N/A,N/A
Union Bethel Christian Academy,Currently unrated,P.O. Box 1563, Randallstown, MD, 21133,Currently unrated,Private,PK-1,14,N/A,N/A
Willow Park Academy,Currently unrated,Po Box 47247, Baltimore, MD, 21244,Currently unrated,Private,PK-3,88,N/A,N/A
Kid's Hill Daycare,Currently unrated,1001 Ridge Avenue, Mount Airy, MD, 21771,Currently unrated,Private,PK-5,5,N/A,N/A
Crossroads Center,Currently unrated,11640 Crossroads Circle, Middle River, MD, 21220,Currently unrated,Public district,7-12,178,7:1,Baltimore County Public Schools
Patterson Mill High School,8/10,85 Patterson Mill Road, Bel Air, MD, 21015,Above average,Public district,9-12,833,14:1,Harford County Public Schools
Chesapeake Charter School,8/10,20945 Great Mills Road, Lexington Park, MD, 20653,Above average,Public charter,K-8,360,13:1,St. Mary's County Public Schools
The Auburn School, Silver Spring Campus,Currently unrated,9545 Georgia Avenue, Silver Spring, MD, 20910,Currently unrated,Private,K-8,38,N/A,N/A
New Beginnings Formerly Oak Hill,Currently unrated,3201 Oak Hill Dr, Laurel, MD, 20724,Currently unrated,Public district,Ungraded,N/A,N/A,N/A
Glenn Dale Montessori,Currently unrated,7500 Hillmeade Road, Glenn Dale, MD, 20769,Currently unrated,Private,PK-6,65,N/A,N/A
Elijah School,Currently unrated,392 Blake Rd, Elkton, MD, 21921,Currently unrated,Private,6-12,8,N/A,N/A
The Legacy School,Currently unrated,115 Terrapin Road, Sykesville, MD, 21784,Currently unrated,Private,1-8,60,N/A,N/A
All-State Career School,Currently unrated,2200 Broening Highway, Baltimore, MD, 21224,Currently unrated,Private,Ungraded,1227,N/A,N/A
Princeton Day Academy,Currently unrated,701 Montgomery St, Laurel, MD, 20707,Currently unrated,Private,7-12,50,N/A,N/A
Chesapeake Speech,Currently unrated,8920 Whiskey Bottom Road, Laurel, MD, 20723,Currently unrated,Private,Ungraded,5,N/A,N/A
Cristo Rey Jesuit High School,Currently unrated,420 South Chester Street, Baltimore, MD, 21231,Currently unrated,Private,9-12,273,N/A,N/A
The Diener School,Currently unrated,11510 Falls Road, Potomac, MD, 20854,Currently unrated,Private,K-6,47,N/A,N/A
Faith Christian Fellowship Academy,Currently unrated,Po Box 667, Owings Mills, MD, 21117,Currently unrated,Private,PK-8,95,N/A,N/A
Family Academy of Bethesda The,Currently unrated,4324 Montgomery Ave, Bethesda, MD, 20814,Currently unrated,Private,K,9,N/A,N/A
The Forbush School At Prince Georges County,Currently unrated,4819 Walden Lane, Lanham, MD, 20706,Currently unrated,Private,2-12,29,N/A,N/A
Forbush School At Oakmont Upper School The,Currently unrated,610 East Diamond Avenue, Gaithersburg, MD, 20877,Currently unrated,Private,Ungraded,18,N/A,N/A
Gods Little Cherubs Elementary School,Currently unrated,5020 Gwynn Oak Ave, Baltimore, MD, 21207,Currently unrated,Private,PK-3,27,N/A,N/A
Grace Episcopal Day School,Currently unrated,9411 Connecticut Avenue, Kensington, MD, 20895,Currently unrated,Private,PK-5,96,N/A,N/A
Griggs International Academy,Currently unrated,12501 Old Columbia Pike, Silver Spring, MD, 20904,Currently unrated,Private,K-12,1460,N/A,N/A
