names, ratings, addresses, classes, types, grades, student_nums, st_ratios, districts, 
Judge Sylvania W. Woods Sr. Elementary School,3/10,3000 Church Street, Lanham, MD, 20706,Below average,Public district,PK-6,775,15:1,Prince George's County Public Schools
Robert R. Gray Elementary School,2/10,4949 Addison Road, Capitol Heights, MD, 20743,Below average,Public district,PK-6,446,14:1,Prince George's County Public Schools
Dodge Park Elementary School,2/10,3401 Hubbard Road, Hyattsville, MD, 20785,Below average,Public district,PK-6,563,15:1,Prince George's County Public Schools
Empowerment Academy,3/10,851 Braddish Avenue, Baltimore, MD, 21216,Below average,Public charter,PK-8,288,13:1,Baltimore City Public Schools
New Town High School,5/10,4931 New Town Boulevard, Owings Mills, MD, 21117,Average,Public district,9-12,986,14:1,Baltimore County Public Schools
Samuel P. Massie Academy,2/10,3301 Regency Parkway, Forestville, MD, 20747,Below average,Public district,PK-8,663,15:1,Prince George's County Public Schools
Panorama Elementary School,3/10,2002 Callaway Street, Hillcrest Heights, MD, 20748,Below average,Public district,PK-6,556,13:1,Prince George's County Public Schools
Academy For College And Career Exploration,2/10,1300 West 36th Street, Baltimore, MD, 21211,Below average,Public district,6-12,608,16:1,Baltimore City Public Schools
Port Towns Elementary School,2/10,4351 58th Avenue, Bladensburg, MD, 20710,Below average,Public district,PK-6,1057,16:1,Prince George's County Public Schools
Northwood Appold Community Academy,3/10,4417 Loch Raven Boulevard, Baltimore, MD, 21218,Below average,Public charter,K-5,222,17:1,Baltimore City Public Schools
Suitland Elementary School,2/10,4650 Homer Avenue, Suitland-Silver Hill, MD, 20746,Below average,Public district,PK-6,558,17:1,Prince George's County Public Schools
William W. Hall Academy,2/10,5200 Marlboro Pike, Capitol Heights, MD, 20743,Below average,Public district,PK-8,546,16:1,Prince George's County Public Schools
Great Seneca Creek Elementary School,4/10,13010 Dairymaid Drive, Germantown, MD, 20874,Below average,Public district,K-5,700,16:1,Montgomery County Public Schools
Dr. Henry A. Wise Jr. High School,3/10,12650 Brooke Lane, Upper Marlboro, MD, 20772,Below average,Public district,9-12,2178,17:1,Prince George's County Public Schools
Independence School Local I,2/10,2801 North Dukeland Street, Baltimore, MD, 21216,Below average,Public charter,9-12,119,11:1,Baltimore City Public Schools
Imagine Lincoln Public Charter School,2/10,4207 Norcross Street, Temple Hills, MD, 20748,Below average,Public charter,K-8,480,18:1,Prince George's County Public Schools
Arcola Elementary School,2/10,1820 Franwall Avenue, Silver Spring, MD, 20902,Below average,Public district,K-5,701,11:1,Montgomery County Public Schools
Afya Public Charter Middle School,2/10,2800 Brendan Avenue, Baltimore, MD, 21213,Below average,Public charter,6-8,348,13:1,Baltimore City Public Schools
Friendship Academy Of Engineering And Technology,2/10,2500 East Northern Parkway, Baltimore, MD, 21214,Below average,Public district,6-12,477,14:1,Baltimore City Public Schools
Vanguard Collegiate Middle School,2/10,5000 Truesdale Avenue, Baltimore, MD, 21206,Below average,Public district,6-8,480,14:1,Baltimore City Public Schools
Baltimore I.T. Academy,2/10,900 Woodbourne Avenue, Baltimore, MD, 21212,Below average,Public district,6-8,236,15:1,Baltimore City Public Schools
Baltimore Design School,2/10,1500 Barclay Street, Baltimore, MD, 21202,Below average,Public district,6-12,500,16:1,Baltimore City Public Schools
Andrew Jackson Academy,3/10,3500 Regency Parkway, District Heights, MD, 20747,Below average,Public district,PK-8,623,12:1,Prince George's County Public Schools
City Neighbors Hamilton,3/10,5609 Sefton Ave, Baltimore, MD, 21214,Below average,Public charter,K-8,235,16:1,Baltimore City Public Schools
N.A.C.A. Freedom And Democracy Academy Ii,2/10,2500 East Northern Parkway, Baltimore, MD, 21214,Below average,Public district,6-12,328,19:1,Baltimore City Public Schools
Galena Elementary School,5/10,114 South Main Street, Galena, MD, 21635,Average,Public district,PK-5,171,15:1,Kent County Public Schools
Captain Walter Francis Duke Elementary,5/10,23595 Hayden Farm Lane, Leonardtown, MD, 20650,Average,Public district,PK-5,571,16:1,St. Mary's County Public Schools
Lillie May Carroll Jackson School,2/10,900 Woodbourne Avenue, Baltimore, MD, 21212,Below average,Public charter,5-7,83,28:1,Baltimore City Public Schools
Baltimore Collegiate School for Boys,2/10,2500 E Northern Pkwy, Baltimore, MD 21214, Baltimore, MD, 21212,Below average,Public charter,4-7,480,12:1,Baltimore City Public Schools
Alexander Hamilton Elementary School,1/10,800 Poplar Grove Street, Baltimore, MD, 21216,Below average,Public district,PK-5,287,22:1,Baltimore City Public Schools
Arundel Elementary/Middle School,1/10,2400 Round Road, Baltimore, MD, 21225,Below average,Public district,PK-8,394,14:1,Baltimore City Public Schools
Bay-Brook Elementary School,1/10,2501 Seabury Road, Cherry Hill/Baltimore, MD 21225, Baltimore, MD, 21225,Below average,Public district,PK-8,455,17:1,Baltimore City Public Schools
Belmont Elementary School,1/10,1406 North Ellamont Street, Baltimore, MD, 21216,Below average,Public district,PK-5,334,20:1,Baltimore City Public Schools
Booker T. Washington Middle School,1/10,1301 McCulloh Street, Baltimore, MD, 21217,Below average,Public district,6-8,309,17:1,Baltimore City Public Schools
Brehms Lane Elementary School,2/10,3536 Brehms Lane, Baltimore, MD, 21213,Below average,Public charter,PK-5,696,17:1,Baltimore City Public Schools
Callaway Elementary School,2/10,3701 Fernhill Avenue, Baltimore, MD, 21215,Below average,Public district,PK-5,334,16:1,Baltimore City Public Schools
Calverton Elementary/Middle School,1/10,1100 Whitmore Avenue, Baltimore, MD, 21216,Below average,Public district,PK-8,660,16:1,Baltimore City Public Schools
Dr. Carter Godwin Woodson Elementary/Middle School,1/10,2501 Seabury Road, Baltimore, MD, 21225,Below average,Public district,PK-8,353,19:1,Baltimore City Public Schools
Cherry Hill Elementary/Middle School,1/10,834 Roundview Road, Baltimore, MD, 21225,Below average,Public district,PK-8,484,18:1,Baltimore City Public Schools
City Springs Elementary School,1/10,100 South Caroline Street, Baltimore, MD, 21231,Below average,Public charter,PK-8,796,19:1,Baltimore City Public Schools
Coldstream Park Elementary School,1/10,1400 Exeter Hall Avenue, Baltimore, MD, 21218,Below average,Public district,PK-8,358,18:1,Baltimore City Public Schools
Collington Square Elementary School,1/10,1409 North Collington Avenue, Baltimore, MD, 21213,Below average,Public district,PK-8,505,15:1,Baltimore City Public Schools
Dallas F. Nicholas Sr. Elementary School,1/10,201 East 21st Street, Baltimore, MD, 21218,Below average,Public district,PK-5,295,19:1,Baltimore City Public Schools
Dr. Bernard Harris Sr. Elementary School,1/10,1400 North Caroline Street, Baltimore, MD, 21213,Below average,Public district,PK-5,498,19:1,Baltimore City Public Schools
Dr. Martin Luther King Jr. Elementary School,1/10,3750 Greenspring Avenue, Baltimore, MD, 21211,Below average,Public district,PK-8,307,18:1,Baltimore City Public Schools
Edgecombe Circle Elementary School,1/10,2835 Virginia Avenue, Baltimore, MD, 21215,Below average,Public district,PK-5,366,15:1,Baltimore City Public Schools
Fallstaff Elementary School,1/10,3801 Fallstaff Road, Baltimore, MD, 21215,Below average,Public district,PK-8,447,16:1,Baltimore City Public Schools
Fort Worthington Elementary School,1/10,2050 North Wolfe Street, Baltimore, MD, 21213,Below average,Public district,K-8,477,14:1,Baltimore City Public Schools
Furley Elementary School,2/10,4633 Furley Avenue, Baltimore, MD, 21206,Below average,Public district,PK-5,474,20:1,Baltimore City Public Schools
Furman L. Templeton Elementary School,2/10,1200 Pennsylvania Avenue, Baltimore, MD, 21217,Below average,Public charter,PK-5,512,17:1,Baltimore City Public Schools
Gardenville Elementary School,1/10,5300 Belair Road, Baltimore, MD, 21206,Below average,Public district,K-5,400,19:1,Baltimore City Public Schools
George Washington Elementary School,2/10,800 Scott Street, Baltimore, MD, 21230,Below average,Public district,PK-5,267,17:1,Baltimore City Public Schools
Gilmor Elementary School,1/10,1311 North Gilmor Street, Baltimore, MD, 21217,Below average,Public district,PK-5,277,19:1,Baltimore City Public Schools
Govans Elementary School,2/10,5801 York Road, Baltimore, MD, 21212,Below average,Public charter,PK-5,400,16:1,Baltimore City Public Schools
Harlem Park Elementary School,1/10,1401 West Lafayette Avenue, Baltimore, MD, 21223,Below average,Public district,PK-8,399,18:1,Baltimore City Public Schools
Highlandtown Elementary #237,2/10,231 South Eaton Street, Baltimore, MD, 21224,Below average,Public district,PK-8,742,18:1,Baltimore City Public Schools
James Mchenry Elementary School,1/10,31 South Schroeder Street, Baltimore, MD, 21223,Below average,Public district,PK-8,344,18:1,Baltimore City Public Schools
James Mosher Elementary School,1/10,2400 Mosher Street, Baltimore, MD, 21216,Below average,Public district,PK-5,222,16:1,Baltimore City Public Schools
Johnston Square Elementary School,1/10,1101 Valley Street, Baltimore, MD, 21202,Below average,Public district,PK-5,400,18:1,Baltimore City Public Schools
Margaret Brent Elementary School,2/10,100 East 26th Street, Baltimore, MD, 21218,Below average,Public district,PK-8,344,19:1,Baltimore City Public Schools
Mary E. Rodman Elementary School,1/10,3510 West Mulberry Street, Baltimore, MD, 21229,Below average,Public district,PK-5,254,15:1,Baltimore City Public Schools
Matthew A. Henson Elementary School,1/10,1600 North Payson Street, Baltimore, MD, 21217,Below average,Public district,PK-5,389,18:1,Baltimore City Public Schools
Northwestern High School,1/10,6900 Park Heights Avenue, Baltimore, MD, 21215,Below average,Public district,9-12,509,16:1,Baltimore City Public Schools
Patterson High School,1/10,100 Kane Street, Baltimore, MD, 21224,Below average,Public district,9-12,1098,15:1,Baltimore City Public Schools
Pimlico Elementary School,1/10,3910 Barrington Road, Baltimore, MD, 21207,Below average,Public district,PK-8,475,19:1,Baltimore City Public Schools
Robert W. Coleman Elementary School,1/10,2400 Windsor Avenue, Baltimore, MD, 21216,Below average,Public district,PK-5,357,20:1,Baltimore City Public Schools
Rognel Heights Elementary/Middle School,1/10,4300 Sidehill Road, Baltimore, MD, 21229,Below average,Public district,PK-8,283,19:1,Baltimore City Public Schools
The Historic Samuel Coleridge-Taylor Elementary School,1/10,507 West Preston Street, Baltimore, MD, 21201,Below average,Public district,PK-5,390,15:1,Baltimore City Public Schools
Samuel F. B. Morse Elementary School,1/10,424 South Pulaski Street, Baltimore, MD, 21223,Below average,Public district,PK-5,353,19:1,Baltimore City Public Schools
Sarah M. Roach Elementary School,2/10,3434 Old Frederick Road, Baltimore, MD, 21229,Below average,Public district,PK-5,241,21:1,Baltimore City Public Schools
Tench Tilghman Elementary School,1/10,600 North Patterson Park Avenue, Baltimore, MD, 21205,Below average,Public district,PK-8,427,16:1,Baltimore City Public Schools
Westport Academy,1/10,2401 Nevada Street, Baltimore, MD, 21230,Below average,Public district,PK-8,352,18:1,Baltimore City Public Schools
Guilford Elementary/Middle School,1/10,4520 York Road, Baltimore, MD, 21212,Below average,Public district,PK-8,386,18:1,Baltimore City Public Schools
Deep Creek Elementary School,1/10,1101 East Homberg Avenue, Baltimore, MD, 21221,Below average,Public district,K-5,413,15:1,Baltimore County Public Schools
Overlea High & Academy Of Finance,2/10,5401 Kenwood Avenue, Baltimore, MD, 21206,Below average,Public district,9-12,960,13:1,Baltimore County Public Schools
White Oak School,1/10,8401 Leefield Road, Parkville, MD, 21234,Below average,Public district,PK-5,95,3:1,Baltimore County Public Schools
Gilpin Manor Elementary School,2/10,203 Newark Avenue, Elkton, MD, 21921,Below average,Public district,PK-5,466,14:1,Cecil County Public Schools
Dufief Elementary School,6/10,15001 DuFief Drive, Gaithersburg, MD, 20878,Average,Public district,K-5,313,12:1,Montgomery County Public Schools
Kensington Parkwood Elementary School,7/10,4710 Saul Road, Kensington, MD, 20895,Above average,Public district,PK-5,644,17:1,Montgomery County Public Schools
Annapolis Road Academy Alternative High School,1/10,5150 Annapolis Road, Bladensburg, MD, 20710,Below average,Public district,9-10,92,8:1,Prince George's County Public Schools
Clinton Grove Elementary School,2/10,9420 Temple Hill Road, Clinton, MD, 20735,Below average,Public district,K-6,309,11:1,Prince George's County Public Schools
District Heights Elementary School,2/10,2200 County Road, District Heights, MD, 20747,Below average,Public district,PK-6,497,17:1,Prince George's County Public Schools
Forest Heights Elementary School,2/10,200 Talbert Drive, Oxon Hill, MD, 20745,Below average,Public district,PK-6,295,15:1,Prince George's County Public Schools
Northwestern Evening/Saturday High,1/10,7000 Adelphi Road, Hyattsville, MD, 20782,Below average,Public district,9-12,86,33:1,Prince George's County Public Schools
Hillcrest Heights Elementary School,2/10,4305 22nd Place, Temple Hills, MD, 20748,Below average,Public district,PK-5,514,18:1,Prince George's County Public Schools
Crossland Evening/Saturday High,1/10,6901 Temple Hill Road, Temple Hills, MD, 20748,Below average,Public district,9-12,95,N/A,Prince George's County Public Schools
John H. Bayne Elementary School,2/10,7010 Walker Mill Road, Capitol Heights, MD, 20743,Below average,Public district,PK-5,456,17:1,Prince George's County Public Schools
Harford Heights Elementary School,2/10,1919 North Broadway, Baltimore, MD, 21213,Below average,Public district,PK-5,576,17:1,Baltimore City Public Schools
Rosaryville Elementary School,2/10,9925 Rosaryville Rd, Upper Marlboro, MD, 20772,Below average,Public district,PK-5,461,15:1,Prince George's County Public Schools
Connexions Community Leadership Academy,1/10,2801 Dukeland St, Baltimore, MD, 21216,Below average,Public charter,6-12,430,13:1,Baltimore City Public Schools
National Academy Foundation,2/10,540 North Caroline Street, Baltimore, MD, 21205,Below average,Public district,6-12,835,17:1,Baltimore City Public Schools
Cora L. Rice Elementary School,1/10,950 Nalley Road, Hyattsville, MD, 20785,Below average,Public district,PK-6,772,16:1,Prince George's County Public Schools
New Era Academy,1/10,2700 Seamon Avenue, Baltimore, MD, 21225,Below average,Public district,6-12,293,17:1,Baltimore City Public Schools
Vivien T. Thomas Medical Arts Academy,2/10,100 North Calhoun Street, Baltimore, MD, 21223,Below average,Public district,9-12,397,18:1,Baltimore City Public Schools
Coppin Academy,3/10,2500 West North Avenue, Baltimore, MD, 21216,Below average,Public charter,9-12,336,16:1,Baltimore City Public Schools
Renaissance Academy,1/10,1301 McCulloh Street, Baltimore, MD, 21217,Below average,Public district,9-12,319,15:1,Baltimore City Public Schools
Southwest Baltimore Charter School,2/10,1300 Herkimer Street, Baltimore, MD, 21223,Below average,Public charter,K-8,407,14:1,Baltimore City Public Schools
Baltimore Montessori Public Charter School,3/10,1600 Guilford Avenue, Baltimore, MD, 21202,Below average,Public charter,PK-8,284,19:1,Baltimore City Public Schools
New Hope Academy,1/10,900 Druid Hill Avenue, Baltimore, MD, 21201,Below average,Public district,6-12,117,N/A,Baltimore City Public Schools
K.A.S.A. (Knowledge And Success Academy),1/10,2000 Edgewood Street, Baltimore, MD, 21216,Below average,Public district,6-12,453,18:1,Baltimore City Public Schools
The Reach! Partnership School,1/10,2801 Saint Lo Drive, Baltimore, MD, 21213,Below average,Public district,9-12,619,14:1,Baltimore City Public Schools
East Baltimore Community School,2/10,2100 Ashland Avenue, Baltimore, MD, 21205,Below average,Public district,K-8,567,16:1,Baltimore City Public Schools
Monarch Academy Public Charter School,2/10,2525 Kirk Avenue, Baltimore, MD, 21218,Below average,Public charter,K-8,959,17:1,Baltimore City Public Schools
Bluford Drew Jemison Stem Academy West,1/10,2000 Edgewood Street, Baltimore, MD, 21216,Below average,Public district,6-12,397,16:1,Baltimore City Public Schools
Phoenix Academy,1/10,1411 Cedar Park Road, Annapolis, MD, 21401,Below average,Public district,K-12,331,5:1,Anne Arundel County Public Schools
Creative City Public Charter School,1/10,2810 Shirley Avenue, Baltimore, MD, 21215,Below average,Public charter,K-5,258,N/A,Baltimore City Public Schools
Edward M. Felegy ES,2/10,6110 Editors Park Drive, Hyattsville, MD, 20782,Below average,Public district,PK-5,796,14:1,Prince George's County Public Schools
Mary Moss at Adams Academy,1/10,245 Clay Street, Annapolis, MD, 21401,Below average,Public district,6-9,85,2:1,Anne Arundel County Public Schools
Banneker Blake Academy for Arts and Sciences,1/10,1101 Winston Avenue, Baltimore, MD, 21212,Below average,Public charter,6-7,78,11:1,Baltimore City Public Schools
Roots and Branches,1/10,1807 Harlem Avenue, Baltimore, MD, 21217,Below average,Public charter,K-5,228,15:1,Baltimore City Public Schools
Arnold Elementary School,9/10,90 Church Road, Arnold, MD, 21012,Above average,Public district,K-5,388,14:1,Anne Arundel County Public Schools
Benfield Elementary School,9/10,365 Lynwood Drive, Severna Park, MD, 21146,Above average,Public district,PK-5,465,14:1,Anne Arundel County Public Schools
Crofton Woods Elementary School,10/10,1750 Urby Drive, Crofton, MD, 21114,Above average,Public district,K-5,673,15:1,Anne Arundel County Public Schools
Deale Elementary School,Currently unrated,759 Masons Beach Road, Deale, MD, 20751,Currently unrated,Public district,K-5,244,11:1,Anne Arundel County Public Schools
Folger McKinsey Elementary School,9/10,175 Arundel Beach Road, Severna Park, MD, 21146,Above average,Public district,K-5,618,15:1,Anne Arundel County Public Schools
Jones Elementary School,9/10,122 Hoyle Lane, Severna Park, MD, 21146,Above average,Public district,K-5,277,13:1,Anne Arundel County Public Schools
Millersville Elementary School,Currently unrated,1601 Millersville Road, Millersville, MD, 21108,Currently unrated,Public district,K-5,349,13:1,Anne Arundel County Public Schools
Severna Park Elementary School,9/10,6 Riggs Avenue, Severna Park, MD, 21146,Above average,Public district,K-5,400,14:1,Anne Arundel County Public Schools
West Annapolis Elementary School,9/10,505 Melvin Avenue, Annapolis, MD, 21401,Above average,Public district,K-5,165,11:1,Anne Arundel County Public Schools
Anne Arundel Evening High,Currently unrated,60 Robinson Road, Severna Park, MD, 21146,Currently unrated,Public district,9-12,201,N/A,Anne Arundel County Public Schools
Center Of Applied Technology-North,Currently unrated,800 Stevenson Road, Severn, MD, 21144,Currently unrated,Public district,Ungraded,N/A,N/A,Anne Arundel County Public Schools
Center Of Applied Technology-South,Currently unrated,211 Central Avenue East, Edgewater, MD, 21037,Currently unrated,Public district,Ungraded,N/A,N/A,Anne Arundel County Public Schools
Shipley's Choice Elementary School,9/10,310 Governor Stone Parkway, Millersville, MD, 21108,Above average,Public district,K-5,371,14:1,Anne Arundel County Public Schools
The Keystone School,Currently unrated,200 West Baltimore Street, Baltimore, MD, 21201,Currently unrated,Private,6-12,N/A,N/A,N/A
Canton Middle School,Currently unrated,801 South Highland Ave, Baltimore, MD, 21224,Currently unrated,Public district,8,N/A,N/A,Baltimore City Public Schools
Baltimore IT Academy,Currently unrated,900 Woodbourne Ave, Baltimore, MD, 21212,Currently unrated,Public district,6-7,N/A,N/A,Baltimore City Public Schools
Claremont School,Currently unrated,5301 Erdman Avenue, Baltimore, MD, 21205,Currently unrated,Public district,6-12,61,4:1,Baltimore City Public Schools
K12 International Academy,Currently unrated,200 West Baltimore Street , Baltimore, MD, 21201,Currently unrated,Private,K-12,N/A,N/A,N/A
Frederick Douglass High School,1/10,2301 Gwynns Falls Parkway, Baltimore, MD, 21217,Below average,Public district,9-12,1132,19:1,Baltimore City Public Schools
George G. Kelson Elementary School,Currently unrated,701 Gold St, Baltimore, MD, 21217,Currently unrated,Public district,PK-8,N/A,N/A,Baltimore City Public Schools
George W.F. McMechen High School,1/10,4411 Garrison Boulevard, Baltimore, MD, 21215,Below average,Public district,9-12,55,3:1,Baltimore City Public Schools
Fernwood Montessori School,Currently unrated,10100 Old Georgetown Road, Bethesda, MD, 20814,Currently unrated,Private,PK-5,75,N/A,N/A
Harbor City High School,Currently unrated,2201 Pinewood Avenue, Baltimore, MD, 21214,Currently unrated,Public district,9-12,340,16:1,Baltimore City Public Schools
Henson Valley Academy,Currently unrated,8701 Woodyard Rd, Clinton, MD, 20735,Currently unrated,Private,PK-8,50,N/A,N/A
Lombard Middle School,Currently unrated,1601 East Lombard St, Baltimore, MD, 21231,Currently unrated,Public district,7-8,N/A,N/A,Baltimore City Public Schools
Oak Grove Classical Christian School,Currently unrated,2416 Creswell Road , Bel Air, MD, 21015,Currently unrated,Private,PK-12,116,N/A,N/A
William S. Baer School,Currently unrated,2001 North Warwick Avenue, Baltimore, MD, 21216,Currently unrated,Public district,PK-12,177,5:1,Baltimore City Public Schools
Alternative Elementary School,Currently unrated,1501 Ashburton St, Baltimore, MD, 21216,Currently unrated,Public district,Ungraded,N/A,N/A,Baltimore City Public Schools
Eager Street Academy,Currently unrated,401 East Eager Street, Baltimore, MD, 21202,Currently unrated,Public district,9-10,12,2:1,Baltimore City Public Schools
Francis M. Wood Alternative High School,Currently unrated,1001 West Saratoga Street, Baltimore, MD, 21223,Currently unrated,Public district,7-12,410,15:1,Baltimore City Public Schools
Lois T. Murray Elementary School,Currently unrated,1600 East Arlington Avenue, Baltimore, MD, 21239,Currently unrated,Public district,PK-8,51,N/A,Baltimore City Public Schools
Sharp-Leadenhall Elementary School,Currently unrated,150 West West Street, Baltimore, MD, 21230,Currently unrated,Public district,1-5,35,3:1,Baltimore City Public Schools
Paul Laurence Dunbar Middle School,Currently unrated,500 North Caroline St, Baltimore, MD, 21205,Currently unrated,Public district,6-8,N/A,N/A,Baltimore City Public Schools
Frederick Elementary School,Currently unrated,201 North Bend Road, Baltimore, MD, 21229,Currently unrated,Public district,PK-5,202,17:1,Baltimore City Public Schools
George W. Carver Center For Arts & Technology,9/10,938 York Road, Towson, MD, 21204,Above average,Public district,9-12,875,14:1,Baltimore County Public Schools
Western School Of Technology & Env. Science,9/10,100 Kenwood Avenue, Catonsville, MD, 21228,Above average,Public district,9-12,890,15:1,Baltimore County Public Schools
Carroll Manor Elementary School,9/10,4434 Carroll Manor Road, Baldwin, MD, 21013,Above average,Public district,K-5,332,15:1,Baltimore County Public Schools
Chesapeake Terrace Elementary School,Currently unrated,2112 Lodge Farm Road, Edgemere, MD, 21219,Currently unrated,Public district,PK-5,312,18:1,Baltimore County Public Schools
Eastern Technical High School,10/10,1100 Mace Avenue, Baltimore, MD, 21221,Above average,Public district,9-12,1175,18:1,Baltimore County Public Schools
Fifth District Elementary School,8/10,3725 Mount Carmel Road, Upperco, MD, 21155,Above average,Public district,K-5,278,18:1,Baltimore County Public Schools
Milford Mill Academy,3/10,3800 Washington Avenue, Milford Mill, MD, 21244,Below average,Public district,9-12,1491,15:1,Baltimore County Public Schools
Catonsville Center For Alternative Studies,Currently unrated,901 South Rolling Road, Catonsville, MD, 21228,Currently unrated,Public district,9-12,64,6:1,Baltimore County Public Schools
Patapsco High & Center For Arts,4/10,8100 Wise Avenue, Dundalk, MD, 21222,Below average,Public district,9-12,1463,16:1,Baltimore County Public Schools
Pinewood Elementary School,9/10,200 Rickswood Road, Lutherville-Timonium, MD, 21093,Above average,Public district,PK-5,515,17:1,Baltimore County Public Schools
Prettyboy Elementary School,7/10,19810 Middletown Road, Freeland, MD, 21053,Above average,Public district,K-5,427,18:1,Baltimore County Public Schools
Riderwood Elementary School,9/10,1711 Landrake Road, Towson, MD, 21204,Above average,Public district,K-5,454,17:1,Baltimore County Public Schools
Rodgers Forge Elementary School,9/10,250 Dumbarton Road, Baltimore, MD, 21212,Above average,Public district,K-5,431,18:1,Baltimore County Public Schools
Jacksonville Elementary School,Currently unrated,3400 Hillendale Road, Phoenix, MD, 21131,Currently unrated,Public district,K-5,541,17:1,Baltimore County Public Schools
Seventh District Elementary School,8/10,20300 York Road, Parkton, MD, 21120,Above average,Public district,PK-5,418,14:1,Baltimore County Public Schools
Sparks Elementary School,9/10,601 Belfast Road, Sparks Glencoe, MD, 21152,Above average,Public district,K-5,518,18:1,Baltimore County Public Schools
Meadowood Education Center,Currently unrated,1849 Gwynn Oak Avenue, Baltimore, MD, 21207,Currently unrated,Public district,6-8,40,4:1,Baltimore County Public Schools
Rosedale Center,Currently unrated,7090 Golden Ring Road, Rosedale, MD, 21237,Currently unrated,Public district,8-12,82,4:1,Baltimore County Public Schools
Afternoon Group Learning Centers,Currently unrated,105 West Chesapeake Avenue, Towson, MD, 21204,Currently unrated,Public district,Ungraded,N/A,N/A,Baltimore County Public Schools
Evening High School,Currently unrated,105 West Chesapeake Avenue, Towson, MD, 21204,Currently unrated,Public district,9-12,76,N/A,Baltimore County Public Schools
Home Teaching-Elementary School,Currently unrated,105 West Chesapeake Avenue, Towson, MD, 21204,Currently unrated,Public district,1,2,N/A,Baltimore County Public Schools
Home Teaching-Middle/High School,Currently unrated,105 West Chesapeake Avenue, Towson, MD, 21204,Currently unrated,Public district,7-12,25,N/A,Baltimore County Public Schools
Sollers Point/Southeastern Technical High School,Currently unrated,1901 Delvale Avenue, Dundalk, MD, 21222,Currently unrated,Public district,Ungraded,N/A,22:1,Baltimore County Public Schools
Timonium Elementary School,9/10,2001 Eastridge Road, Lutherville-Timonium, MD, 21093,Above average,Public district,K-5,432,16:1,Baltimore County Public Schools
Calvert Country School,Currently unrated,1350 Dares Beach Road, Prince Frederick, MD, 20678,Currently unrated,Public district,1-12,57,4:1,Calvert County Public Schools
Career And Technology Academy,Currently unrated,330 Dorsey Road, Prince Frederick, MD, 20678,Currently unrated,Public district,Ungraded,N/A,N/A,Calvert County Public Schools
Caroline Career & Technology Center,Currently unrated,10855 Central Avenue, Ridgely, MD, 21660,Currently unrated,Public district,Ungraded,N/A,N/A,Caroline County Public Schools
Carroll Springs School,Currently unrated,495 South Center Street, Westminster, MD, 21157,Currently unrated,Public district,1-12,45,1:1,Carroll County Public Schools
Carrolltowne Elementary School,8/10,6542 Ridge Road, Sykesville, MD, 21784,Above average,Public district,PK-5,512,7:1,Carroll County Public Schools
The Auburn School, Baltimore Campus,Currently unrated,7401 Park Heights Ave, Baltimore, MD, 21208,Currently unrated,Private,K-8,24,N/A,N/A
South Carroll High School,8/10,1300 West Old Liberty Road, Sykesville, MD, 21784,Above average,Public district,9-12,1031,12:1,Carroll County Public Schools
Crossroads Middle School,Currently unrated,45 Kate Wagner Road, Westminster, MD, 21157,Currently unrated,Public district,6-8,13,2:1,Carroll County Public Schools
Carroll County Career & Technology Center,Currently unrated,1229 Washington Road, Westminster, MD, 21157,Currently unrated,Public district,Ungraded,N/A,N/A,Carroll County Public Schools
Liberty High School,9/10,5855 Bartholow Road, Sykesville, MD, 21784,Above average,Public district,9-12,1095,12:1,Carroll County Public Schools
Perryville Elementary School,Currently unrated,901 Maywood Avenue, Perryville, MD, 21903,Currently unrated,Public district,PK-5,371,14:1,Cecil County Public Schools
Cecil County School Of Technology,Currently unrated,912 Appleton Road, Elkton, MD, 21921,Currently unrated,Public district,Ungraded,N/A,N/A,Cecil County Public Schools
Robert D. Stethem Educational Center,Currently unrated,7775 Marshall Corner Road, Pomfret, MD, 20675,Currently unrated,Public district,7-12,17,2:1,Charles County Public Schools
Judith P. Hoyer Early Childhood Center,Currently unrated,1405 Glasgow Street, Cambridge, MD, 21613,Currently unrated,Public district,Ungraded,N/A,N/A,Dorchester County Public Schools
Dorchester County Career And Technology Center,Currently unrated,2465 Cambridge Beltway, Cambridge, MD, 21613,Currently unrated,Public district,Ungraded,N/A,N/A,Dorchester County Public Schools
New Market Elementary School,9/10,93 West Main Street, New Market, MD, 21774,Above average,Public district,PK-5,700,18:1,Frederick County Public Schools
Wolfsville Elementary School,7/10,12520 Wolfsville Road, Myersville, MD, 21773,Above average,Public district,PK-5,160,15:1,Frederick County Public Schools
Deer Crossing Elementary School,Currently unrated,10601 Finn Drive, New Market, MD, 21774,Currently unrated,Public district,PK-5,737,20:1,Frederick County Public Schools
Frederick County Evening High,Currently unrated,1799 Schifferstadt Boulevard, Frederick, MD, 21701,Currently unrated,Public district,Ungraded,16,N/A,Frederick County Public Schools
Frederick County Career & Technology Center,Currently unrated,7922 Opossumtown Pike, Frederick, MD, 21702,Currently unrated,Public district,Ungraded,N/A,N/A,Frederick County Public Schools
Heather Ridge High School,Currently unrated,1445 Taney Avenue, Frederick, MD, 21702,Currently unrated,Public district,9-12,2,5:1,Frederick County Public Schools
Kemptown Elementary School,8/10,3456 Kemptown Church Road, Monrovia, MD, 21770,Above average,Public district,PK-5,360,16:1,Frederick County Public Schools
Heather Ridge Middle School,Currently unrated,1445 Taney Avenue, Frederick, MD, 21702,Currently unrated,Public district,7-8,1,2:1,Frederick County Public Schools
